1,1,2,1,1,1,0,0,0,3
0,0,1,6,0,0,2,0,0,3
2,1,2,2,4,1,0,0,0,3
2,1,2,2,4,1,0,0,8,3
2,1,2,2,4,1,0,0,0,3
4,0,1,3,1,0,0,0,3,3
0,4,1,3,5,0,0,0,10,3
3,0,4,8,8,3,11,4,0,5
2,2,11,4,1,1,3,0,0,5
0,6,11,2,1,1,8,0,0,5
0,7,11,2,6,1,5,0,0,5
4,2,6,2,6,0,8,0,0,5
1,2,6,4,10,2,3,0,0,5
4,1,6,4,3,1,8,0,0,5
6,1,6,2,2,0,5,0,0,5
8,2,6,9,7,4,12,0,0,5
8,2,6,9,11,4,12,0,0,5
4,1,6,1,2,0,13,0,0,5
4,2,11,10,4,1,2,3,11,5
0,2,12,2,3,0,8,0,1,5
2,0,7,2,2,0,2,0,0,6
4,0,7,0,1,0,2,0,0,6
2,4,8,2,2,0,0,0,0,6
2,4,8,2,1,0,2,0,0,6
8,4,11,2,9,0,4,0,0,6
2,5,13,4,2,0,2,0,0,6
2,4,6,7,1,0,8,0,0,6
4,5,6,6,6,0,8,0,0,6
7,8,6,5,12,0,12,0,0,6
7,0,5,4,1,3,11,5,0,7
2,4,2,10,5,3,11,6,0,7
6,1,2,1,2,1,0,0,0,7
0,5,8,7,7,1,2,0,0,7
6,9,11,1,7,0,0,6,0,7
1,0,11,4,3,0,0,1,0,7
3,5,6,11,3,0,0,7,8,7
1,4,6,12,6,0,0,3,8,7
1,5,6,7,3,0,0,6,8,7
1,5,6,7,3,0,0,8,5,7
3,4,6,12,3,0,0,7,5,7
3,0,6,11,3,0,2,1,0,7
1,5,6,10,3,0,0,7,0,7
3,4,6,12,3,0,0,7,0,7
1,10,6,11,3,0,0,7,0,7
3,10,6,10,6,0,1,7,0,7
1,11,6,0,12,5,0,0,0,7
3,5,6,11,6,0,1,7,0,7
1,5,6,7,3,0,1,6,0,7
1,5,6,10,3,0,0,7,0,7
1,5,6,4,1,0,0,8,0,7
1,5,6,4,3,0,0,8,0,7
2,4,6,4,1,3,12,9,0,7
1,4,6,12,1,0,2,7,0,7
1,4,6,9,2,0,0,10,0,7
1,5,6,7,3,0,1,6,0,7
4,4,6,7,6,0,1,6,0,7
1,4,6,7,6,0,1,8,0,7
1,4,6,7,3,0,0,6,0,7
